"STREAM_ID","MOVIE_ID","TITLE","STUDIO_NAME","PRIMARY_GENRE","RELEASE_YEAR","CRITIC_SCORE","AUDIENCE_SCORE","PLATFORM_NAME","MONTH_DATE","STREAM_YEAR","STREAM_MONTH","ESTIMATED_VIEWS","ESTIMATED_HOURS","COMPLETION_RATE","IS_FEATURED","TOTAL_GROSS","PERFORMANCE_TIER"
"3889","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2017-02-01","2017","2","174",211.2,37.64,false,389000000,"Profitable"
"3890","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2017-03-01","2017","3","60",107.8,34.17,false,389000000,"Profitable"
"3891","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2017-04-01","2017","4","31",54.5,45.43,false,389000000,"Profitable"
"3892","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2017-05-01","2017","5","41",66.5,38.13,false,389000000,"Profitable"
"3893","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2017-06-01","2017","6","50",69,59.08,false,389000000,"Profitable"
"3894","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2017-07-01","2017","7","33",50.7,55.12,false,389000000,"Profitable"
"3895","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2017-08-01","2017","8","58",88.8,37.2,false,389000000,"Profitable"
"3896","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2017-09-01","2017","9","36",59.2,57,false,389000000,"Profitable"
"3897","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2017-10-01","2017","10","55",98.6,36.72,false,389000000,"Profitable"
"3898","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2017-11-01","2017","11","46",76.1,35.93,false,389000000,"Profitable"
"3899","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2017-12-01","2017","12","74",115.2,33.81,false,389000000,"Profitable"
"3900","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2018-01-01","2018","1","38",69,55.28,false,389000000,"Profitable"
"3901","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2018-02-01","2018","2","49",86.9,56.86,false,389000000,"Profitable"
"3902","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2018-03-01","2018","3","50",62.8,35.68,false,389000000,"Profitable"
"3903","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2018-04-01","2018","4","39",55.9,32.63,false,389000000,"Profitable"
"3904","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2018-05-01","2018","5","41",71.7,34.33,false,389000000,"Profitable"
"3905","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2018-06-01","2018","6","41",72.8,56.22,false,389000000,"Profitable"
"3906","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2018-07-01","2018","7","27",37.6,41.08,false,389000000,"Profitable"
"3907","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2018-08-01","2018","8","57",90.4,40.13,false,389000000,"Profitable"
"3908","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2018-09-01","2018","9","47",61.8,34.5,false,389000000,"Profitable"
"3909","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2018-10-01","2018","10","49",82.9,44.97,false,389000000,"Profitable"
"3910","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2018-11-01","2018","11","53",65.9,53.28,false,389000000,"Profitable"
"3911","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2018-12-01","2018","12","40",72.7,44.2,false,389000000,"Profitable"
"3912","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2019-01-01","2019","1","20",25.5,31.13,false,389000000,"Profitable"
"3913","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2019-02-01","2019","2","61",99.9,46.05,false,389000000,"Profitable"
"3914","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2019-03-01","2019","3","38",61.9,55.41,false,389000000,"Profitable"
"3915","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2019-04-01","2019","4","43",67.8,30.43,true,389000000,"Profitable"
"3916","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2019-05-01","2019","5","29",41.9,42.28,false,389000000,"Profitable"
"3917","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2019-06-01","2019","6","60",108,30.53,false,389000000,"Profitable"
"3918","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2019-07-01","2019","7","54",93.1,53.82,false,389000000,"Profitable"
"3919","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2019-08-01","2019","8","26",33.9,48.62,false,389000000,"Profitable"
"3920","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2019-09-01","2019","9","57",75.8,33.45,false,389000000,"Profitable"
"3921","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2019-10-01","2019","10","55",67.9,32.18,false,389000000,"Profitable"
"3922","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2019-11-01","2019","11","60",89.1,55.22,false,389000000,"Profitable"
"3923","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2019-12-01","2019","12","48",75.8,49.01,false,389000000,"Profitable"
"3924","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2020-01-01","2020","1","22",32,33,false,389000000,"Profitable"
"3925","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2020-02-01","2020","2","60",83,33.84,false,389000000,"Profitable"
"3926","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2020-03-01","2020","3","56",81,39.28,false,389000000,"Profitable"
"3927","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2020-04-01","2020","4","43",61.3,49.98,false,389000000,"Profitable"
"3928","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2020-05-01","2020","5","37",61.9,58.73,false,389000000,"Profitable"
"3929","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2020-06-01","2020","6","39",50.2,37.37,false,389000000,"Profitable"
"3930","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2020-07-01","2020","7","31",39.8,41.13,false,389000000,"Profitable"
"3931","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2020-08-01","2020","8","45",79.9,31.81,false,389000000,"Profitable"
"3932","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2020-09-01","2020","9","42",72.4,41.27,false,389000000,"Profitable"
"3933","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2020-10-01","2020","10","42",55.6,45.94,false,389000000,"Profitable"
"3934","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2020-11-01","2020","11","62",90.7,43.59,false,389000000,"Profitable"
"3935","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2020-12-01","2020","12","64",85,57.2,false,389000000,"Profitable"
"3936","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2021-01-01","2021","1","25",43.6,49.54,false,389000000,"Profitable"
"3937","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2021-02-01","2021","2","20",31.5,48.62,false,389000000,"Profitable"
"3938","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2021-03-01","2021","3","50",70.9,53.75,false,389000000,"Profitable"
"3939","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2021-04-01","2021","4","47",60.4,50.45,false,389000000,"Profitable"
"3940","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2021-05-01","2021","5","40",59.8,49.82,false,389000000,"Profitable"
"3941","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2021-06-01","2021","6","25",35.2,35.75,false,389000000,"Profitable"
"3942","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2021-07-01","2021","7","31",40.9,40.7,false,389000000,"Profitable"
"3943","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2021-08-01","2021","8","24",43.7,57.69,false,389000000,"Profitable"
"3944","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2021-09-01","2021","9","36",52.9,52.19,true,389000000,"Profitable"
"3945","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2021-10-01","2021","10","28",44.7,42.28,false,389000000,"Profitable"
"3946","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2021-11-01","2021","11","60",80,36.39,false,389000000,"Profitable"
"3947","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2021-12-01","2021","12","44",62.7,51.91,false,389000000,"Profitable"
"3948","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2022-01-01","2022","1","24",43.5,46.51,false,389000000,"Profitable"
"3949","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2022-02-01","2022","2","60",94.6,31.39,false,389000000,"Profitable"
"3950","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2022-03-01","2022","3","33",53.5,47.88,false,389000000,"Profitable"
"3951","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2022-04-01","2022","4","47",78.7,47.93,false,389000000,"Profitable"
"3952","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2022-05-01","2022","5","30",47.1,59.38,false,389000000,"Profitable"
"3953","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2022-06-01","2022","6","33",44.8,42.47,false,389000000,"Profitable"
"3954","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2022-07-01","2022","7","34",42.8,36.96,false,389000000,"Profitable"
"3955","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2022-08-01","2022","8","47",66.3,36.75,false,389000000,"Profitable"
"3956","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2022-09-01","2022","9","57",68.7,30.25,false,389000000,"Profitable"
"3957","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2022-10-01","2022","10","23",39.8,34.35,false,389000000,"Profitable"
"3958","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2022-11-01","2022","11","45",71.1,38.21,false,389000000,"Profitable"
"3959","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2022-12-01","2022","12","23",38.3,47.05,false,389000000,"Profitable"
"3960","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2023-01-01","2023","1","41",52.1,32.22,false,389000000,"Profitable"
"3961","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2023-02-01","2023","2","45",75.8,30.81,false,389000000,"Profitable"
"3962","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2023-03-01","2023","3","35",50,52.6,false,389000000,"Profitable"
"3963","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2023-04-01","2023","4","23",35.9,38.31,false,389000000,"Profitable"
"3964","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2023-05-01","2023","5","37",48.3,45.34,false,389000000,"Profitable"
"3965","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2023-06-01","2023","6","47",84.9,45.51,false,389000000,"Profitable"
"3966","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2023-07-01","2023","7","29",40.3,56.99,false,389000000,"Profitable"
"3967","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2023-08-01","2023","8","22",35.9,41.9,false,389000000,"Profitable"
"3968","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2023-09-01","2023","9","24",42.4,39.85,false,389000000,"Profitable"
"3969","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2023-10-01","2023","10","60",108.7,50.75,false,389000000,"Profitable"
"3970","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2023-11-01","2023","11","55",78.7,51.44,false,389000000,"Profitable"
"3971","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2023-12-01","2023","12","56",77.4,44.58,false,389000000,"Profitable"
"3972","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2024-01-01","2024","1","52",91.9,48.8,true,389000000,"Profitable"
"3973","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2024-02-01","2024","2","38",61.9,50.18,false,389000000,"Profitable"
"3974","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2024-03-01","2024","3","39",64.5,49.16,false,389000000,"Profitable"
"3975","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2024-04-01","2024","4","38",49.4,58.58,false,389000000,"Profitable"
"3976","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2024-05-01","2024","5","53",88.9,35.1,false,389000000,"Profitable"
"3977","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2024-06-01","2024","6","59",104.9,56.8,false,389000000,"Profitable"
"3978","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2024-07-01","2024","7","37",49.6,56.32,false,389000000,"Profitable"
"3979","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2024-08-01","2024","8","43",76.3,57.33,false,389000000,"Profitable"
"3980","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2024-09-01","2024","9","27",48.4,31.61,false,389000000,"Profitable"
"3981","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2024-10-01","2024","10","45",63.5,32.4,false,389000000,"Profitable"
"3982","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2024-11-01","2024","11","32",57.1,30.45,false,389000000,"Profitable"
"3983","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2024-12-01","2024","12","54",81.3,41.22,false,389000000,"Profitable"
"3984","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2025-01-01","2025","1","50",77.1,33.98,true,389000000,"Profitable"
"3985","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2025-02-01","2025","2","40",61.6,53.68,false,389000000,"Profitable"
"3986","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2025-03-01","2025","3","47",66.5,46.67,false,389000000,"Profitable"
"3987","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2025-04-01","2025","4","54",96.1,46.46,false,389000000,"Profitable"
"3988","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2025-05-01","2025","5","52",92.9,41.89,false,389000000,"Profitable"
"3989","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2025-06-01","2025","6","59",96.9,39.87,false,389000000,"Profitable"
"3990","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2025-07-01","2025","7","34",59.4,58.23,false,389000000,"Profitable"
"3991","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2025-08-01","2025","8","34",55.9,52.72,false,389000000,"Profitable"
"3992","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2025-09-01","2025","9","27",45.4,51.02,false,389000000,"Profitable"
"3993","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2025-10-01","2025","10","48",74.9,44.97,false,389000000,"Profitable"
"3994","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2025-11-01","2025","11","78",128.1,39.48,false,389000000,"Profitable"
"3995","66","Independence Day: Resurgence","20th Century Fox","Action","2016",29,35,"Hulu","2025-12-01","2025","12","51",79.3,47.01,false,389000000,"Profitable"
"3996","67","Don't Breathe","Sony","Horror","2016",88,79,"Netflix","2016-10-01","2016","10","880",1077.2,70.87,false,157000000,"Blockbuster"
"4107","67","Don't Breathe","Sony","Horror","2016",88,79,"Amazon Prime","2016-10-01","2016","10","232",217.2,79.94,false,157000000,"Blockbuster"
"4108","67","Don't Breathe","Sony","Horror","2016",88,79,"Amazon Prime","2016-11-01","2016","11","153",157.3,87.49,false,157000000,"Blockbuster"
"3997","67","Don't Breathe","Sony","Horror","2016",88,79,"Netflix","2016-11-01","2016","11","466",427.5,67.1,false,157000000,"Blockbuster"
"4109","67","Don't Breathe","Sony","Horror","2016",88,79,"Amazon Prime","2016-12-01","2016","12","104",103.8,60.73,false,157000000,"Blockbuster"
"3998","67","Don't Breathe","Sony","Horror","2016",88,79,"Netflix","2016-12-01","2016","12","291",390.1,78.65,false,157000000,"Blockbuster"
"3999","67","Don't Breathe","Sony","Horror","2016",88,79,"Netflix","2017-01-01","2017","1","204",259.2,64.43,false,157000000,"Blockbuster"
"4110","67","Don't Breathe","Sony","Horror","2016",88,79,"Amazon Prime","2017-01-01","2017","1","85",91.2,79.34,false,157000000,"Blockbuster"
"4000","67","Don't Breathe","Sony","Horror","2016",88,79,"Netflix","2017-02-01","2017","2","188",177.7,84.34,false,157000000,"Blockbuster"
"4111","67","Don't Breathe","Sony","Horror","2016",88,79,"Amazon Prime","2017-02-01","2017","2","96",84.5,58.56,false,157000000,"Blockbuster"
"4001","67","Don't Breathe","Sony","Horror","2016",88,79,"Netflix","2017-03-01","2017","3","163",183.7,71.19,false,157000000,"Blockbuster"
"4112","67","Don't Breathe","Sony","Horror","2016",88,79,"Amazon Prime","2017-03-01","2017","3","37",34.4,80.18,true,157000000,"Blockbuster"
"4002","67","Don't Breathe","Sony","Horror","2016",88,79,"Netflix","2017-04-01","2017","4","22",28.5,67.26,false,157000000,"Blockbuster"
"4113","67","Don't Breathe","Sony","Horror","2016",88,79,"Amazon Prime","2017-04-01","2017","4","14",13.6,72.09,false,157000000,"Blockbuster"
"4003","67","Don't Breathe","Sony","Horror","2016",88,79,"Netflix","2017-05-01","2017","5","43",41.4,77.33,false,157000000,"Blockbuster"
"4114","67","Don't Breathe","Sony","Horror","2016",88,79,"Amazon Prime","2017-05-01","2017","5","12",14.1,78.47,false,157000000,"Blockbuster"
"4115","67","Don't Breathe","Sony","Horror","2016",88,79,"Amazon Prime","2017-06-01","2017","6","7",7.4,72.36,false,157000000,"Blockbuster"
"4004","67","Don't Breathe","Sony","Horror","2016",88,79,"Netflix","2017-06-01","2017","6","25",30.7,71.05,false,157000000,"Blockbuster"
"4116","67","Don't Breathe","Sony","Horror","2016",88,79,"Amazon Prime","2017-07-01","2017","7","10",9.9,73.15,false,157000000,"Blockbuster"
"4005","67","Don't Breathe","Sony","Horror","2016",88,79,"Netflix","2017-07-01","2017","7","31",33.1,61.24,false,157000000,"Blockbuster"
"4006","67","Don't Breathe","Sony","Horror","2016",88,79,"Netflix","2017-08-01","2017","8","31",35,87.23,false,157000000,"Blockbuster"
"4117","67","Don't Breathe","Sony","Horror","2016",88,79,"Amazon Prime","2017-08-01","2017","8","13",12.6,84.17,false,157000000,"Blockbuster"
"4007","67","Don't Breathe","Sony","Horror","2016",88,79,"Netflix","2017-09-01","2017","9","18",19.2,83.04,false,157000000,"Blockbuster"
"4118","67","Don't Breathe","Sony","Horror","2016",88,79,"Amazon Prime","2017-09-01","2017","9","7",9.2,59.29,false,157000000,"Blockbuster"
"4008","67","Don't Breathe","Sony","Horror","2016",88,79,"Netflix","2017-10-01","2017","10","35",40.3,56.21,false,157000000,"Blockbuster"
"4119","67","Don't Breathe","Sony","Horror","2016",88,79,"Amazon Prime","2017-10-01","2017","10","9",11,66.88,false,157000000,"Blockbuster"
"4120","67","Don't Breathe","Sony","Horror","2016",88,79,"Amazon Prime","2017-11-01","2017","11","10",11.3,65.08,false,157000000,"Blockbuster"
"4009","67","Don't Breathe","Sony","Horror","2016",88,79,"Netflix","2017-11-01","2017","11","52",65.7,68.26,true,157000000,"Blockbuster"
"4010","67","Don't Breathe","Sony","Horror","2016",88,79,"Netflix","2017-12-01","2017","12","29",28.3,83.11,false,157000000,"Blockbuster"
"4121","67","Don't Breathe","Sony","Horror","2016",88,79,"Amazon Prime","2017-12-01","2017","12","16",21.2,86.16,false,157000000,"Blockbuster"
"4011","67","Don't Breathe","Sony","Horror","2016",88,79,"Netflix","2018-01-01","2018","1","50",48.3,57.38,false,157000000,"Blockbuster"
"4122","67","Don't Breathe","Sony","Horror","2016",88,79,"Amazon Prime","2018-01-01","2018","1","23",26.2,86.01,false,157000000,"Blockbuster"
"4012","67","Don't Breathe","Sony","Horror","2016",88,79,"Netflix","2018-02-01","2018","2","64",68.2,84.19,false,157000000,"Blockbuster"
"4123","67","Don't Breathe","Sony","Horror","2016",88,79,"Amazon Prime","2018-02-01","2018","2","11",13.7,87.32,false,157000000,"Blockbuster"
"4013","67","Don't Breathe","Sony","Horror","2016",88,79,"Netflix","2018-03-01","2018","3","28",26.1,85.6,false,157000000,"Blockbuster"
"4124","67","Don't Breathe","Sony","Horror","2016",88,79,"Amazon Prime","2018-03-01","2018","3","22",23.3,63.3,false,157000000,"Blockbuster"
"4014","67","Don't Breathe","Sony","Horror","2016",88,79,"Netflix","2018-04-01","2018","4","42",42.4,56.85,false,157000000,"Blockbuster"
"4125","67","Don't Breathe","Sony","Horror","2016",88,79,"Amazon Prime","2018-04-01","2018","4","6",5.3,75.42,false,157000000,"Blockbuster"
"4015","67","Don't Breathe","Sony","Horror","2016",88,79,"Netflix","2018-05-01","2018","5","19",22.4,64.31,false,157000000,"Blockbuster"
"4126","67","Don't Breathe","Sony","Horror","2016",88,79,"Amazon Prime","2018-05-01","2018","5","12",14.3,84.67,false,157000000,"Blockbuster"
"4016","67","Don't Breathe","Sony","Horror","2016",88,79,"Netflix","2018-06-01","2018","6","34",39.9,82.41,false,157000000,"Blockbuster"
"4127","67","Don't Breathe","Sony","Horror","2016",88,79,"Amazon Prime","2018-06-01","2018","6","14",12.4,66.18,false,157000000,"Blockbuster"
"4017","67","Don't Breathe","Sony","Horror","2016",88,79,"Netflix","2018-07-01","2018","7","15",19.6,75.36,false,157000000,"Blockbuster"
"4128","67","Don't Breathe","Sony","Horror","2016",88,79,"Amazon Prime","2018-07-01","2018","7","14",14.6,58.75,false,157000000,"Blockbuster"
"4018","67","Don't Breathe","Sony","Horror","2016",88,79,"Netflix","2018-08-01","2018","8","24",31.7,87.63,false,157000000,"Blockbuster"
"4129","67","Don't Breathe","Sony","Horror","2016",88,79,"Amazon Prime","2018-08-01","2018","8","13",15.5,69.72,false,157000000,"Blockbuster"
"4130","67","Don't Breathe","Sony","Horror","2016",88,79,"Amazon Prime","2018-09-01","2018","9","11",13,56.2,false,157000000,"Blockbuster"
"4019","67","Don't Breathe","Sony","Horror","2016",88,79,"Netflix","2018-09-01","2018","9","20",20.8,62.94,false,157000000,"Blockbuster"
"4131","67","Don't Breathe","Sony","Horror","2016",88,79,"Amazon Prime","2018-10-01","2018","10","9",8.1,79.76,false,157000000,"Blockbuster"
"4020","67","Don't Breathe","Sony","Horror","2016",88,79,"Netflix","2018-10-01","2018","10","17",18.7,59.07,false,157000000,"Blockbuster"
"4132","67","Don't Breathe","Sony","Horror","2016",88,79,"Amazon Prime","2018-11-01","2018","11","9",9,79,false,157000000,"Blockbuster"
"4021","67","Don't Breathe","Sony","Horror","2016",88,79,"Netflix","2018-11-01","2018","11","19",18.5,62.48,false,157000000,"Blockbuster"
"4133","67","Don't Breathe","Sony","Horror","2016",88,79,"Amazon Prime","2018-12-01","2018","12","10",11.6,79.89,false,157000000,"Blockbuster"
"4022","67","Don't Breathe","Sony","Horror","2016",88,79,"Netflix","2018-12-01","2018","12","27",35.5,61.17,false,157000000,"Blockbuster"
"4023","67","Don't Breathe","Sony","Horror","2016",88,79,"Netflix","2019-01-01","2019","1","31",36.2,81.85,false,157000000,"Blockbuster"
"4134","67","Don't Breathe","Sony","Horror","2016",88,79,"Amazon Prime","2019-01-01","2019","1","16",18.8,59.79,false,157000000,"Blockbuster"
"4024","67","Don't Breathe","Sony","Horror","2016",88,79,"Netflix","2019-02-01","2019","2","57",64.8,78.85,false,157000000,"Blockbuster"
"4135","67","Don't Breathe","Sony","Horror","2016",88,79,"Amazon Prime","2019-02-01","2019","2","22",25.6,59.4,false,157000000,"Blockbuster"
"4136","67","Don't Breathe","Sony","Horror","2016",88,79,"Amazon Prime","2019-03-01","2019","3","15",13.3,78.53,false,157000000,"Blockbuster"
"4025","67","Don't Breathe","Sony","Horror","2016",88,79,"Netflix","2019-03-01","2019","3","57",61.6,86.07,false,157000000,"Blockbuster"
"4026","67","Don't Breathe","Sony","Horror","2016",88,79,"Netflix","2019-04-01","2019","4","28",30.1,55.81,false,157000000,"Blockbuster"
"4137","67","Don't Breathe","Sony","Horror","2016",88,79,"Amazon Prime","2019-04-01","2019","4","12",11.2,86.99,true,157000000,"Blockbuster"
"4027","67","Don't Breathe","Sony","Horror","2016",88,79,"Netflix","2019-05-01","2019","5","25",26.3,84.91,true,157000000,"Blockbuster"
"4138","67","Don't Breathe","Sony","Horror","2016",88,79,"Amazon Prime","2019-05-01","2019","5","5",4.5,85.16,false,157000000,"Blockbuster"
"4139","67","Don't Breathe","Sony","Horror","2016",88,79,"Amazon Prime","2019-06-01","2019","6","7",9.4,68.55,false,157000000,"Blockbuster"
"4028","67","Don't Breathe","Sony","Horror","2016",88,79,"Netflix","2019-06-01","2019","6","17",22.1,56.77,false,157000000,"Blockbuster"
"4140","67","Don't Breathe","Sony","Horror","2016",88,79,"Amazon Prime","2019-07-01","2019","7","10",9.7,66.65,false,157000000,"Blockbuster"
"4029","67","Don't Breathe","Sony","Horror","2016",88,79,"Netflix","2019-07-01","2019","7","41",47.7,67.75,false,157000000,"Blockbuster"
"4030","67","Don't Breathe","Sony","Horror","2016",88,79,"Netflix","2019-08-01","2019","8","23",29.7,72.55,false,157000000,"Blockbuster"
"4141","67","Don't Breathe","Sony","Horror","2016",88,79,"Amazon Prime","2019-08-01","2019","8","9",9.4,65.91,false,157000000,"Blockbuster"
"4031","67","Don't Breathe","Sony","Horror","2016",88,79,"Netflix","2019-09-01","2019","9","43",40.7,84.51,false,157000000,"Blockbuster"
"4142","67","Don't Breathe","Sony","Horror","2016",88,79,"Amazon Prime","2019-09-01","2019","9","14",17.9,77.81,false,157000000,"Blockbuster"
"4032","67","Don't Breathe","Sony","Horror","2016",88,79,"Netflix","2019-10-01","2019","10","43",47.1,74.45,false,157000000,"Blockbuster"
"4143","67","Don't Breathe","Sony","Horror","2016",88,79,"Amazon Prime","2019-10-01","2019","10","6",6.3,66.73,true,157000000,"Blockbuster"
"4033","67","Don't Breathe","Sony","Horror","2016",88,79,"Netflix","2019-11-01","2019","11","51",60.5,86.66,false,157000000,"Blockbuster"
"4144","67","Don't Breathe","Sony","Horror","2016",88,79,"Amazon Prime","2019-11-01","2019","11","6",6.8,79.86,false,157000000,"Blockbuster"
